,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
522,male,group B,,standard,,married,regularly,,1,private,05-Oct,75,61,57,193
523,male,group B,some college,free/reduced,none,married,never,no,3,school_bus,05-Oct,57,56,52,165
524,female,group E,associate's degree,free/reduced,none,married,never,yes,0,school_bus,< 5,62,72,69,203
525,male,group B,bachelor's degree,free/reduced,completed,married,never,yes,2,school_bus,05-Oct,66,76,70,212
527,female,group C,some college,standard,completed,married,regularly,no,1,,< 5,61,61,63,185
528,male,group C,some high school,free/reduced,none,single,regularly,yes,0,school_bus,05-Oct,55,46,47,148
529,female,group D,high school,standard,none,single,regularly,,1,school_bus,05-Oct,83,85,96,264
530,male,group C,bachelor's degree,standard,none,single,never,no,2,school_bus,> 10,82,81,73,236
531,male,group E,some high school,free/reduced,none,single,sometimes,no,3,private,> 10,47,39,37,123
532,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,49,65,64,178
533,male,group D,master's degree,standard,none,married,sometimes,yes,5,private,05-Oct,84,75,83,242
534,female,group E,some college,free/reduced,completed,married,regularly,no,3,private,05-Oct,59,69,72,200
536,female,group C,high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,05-Oct,60,78,74,212
537,female,group D,some college,standard,none,married,sometimes,yes,3,private,< 5,49,71,67,187
538,male,group C,some college,free/reduced,completed,married,sometimes,no,1,school_bus,< 5,78,75,81,234
539,male,group D,high school,standard,none,single,sometimes,yes,2,,05-Oct,72,68,72,212
540,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,05-Oct,48,58,51,157
541,male,group C,master's degree,free/reduced,none,single,never,no,1,,05-Oct,50,55,54,159
542,male,group C,,standard,none,married,sometimes,yes,5,school_bus,05-Oct,52,51,47,150
543,male,group B,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,63,56,51,170
544,female,group C,some college,standard,none,single,sometimes,yes,1,school_bus,< 5,81,82,85,248
545,female,group B,associate's degree,standard,none,widowed,regularly,yes,2,private,> 10,81,79,84,244
546,male,group E,some college,standard,none,single,regularly,no,4,school_bus,> 10,81,63,61,205
547,female,group C,some college,free/reduced,none,married,regularly,yes,3,private,< 5,17,23,31,71
548,female,group B,some college,free/reduced,,married,regularly,yes,,private,> 10,50,63,60,173
549,female,group C,some high school,standard,none,divorced,regularly,yes,3,school_bus,05-Oct,44,55,48,147
550,male,group B,some college,standard,completed,married,regularly,yes,1,private,< 5,59,49,54,162
551,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,05-Oct,53,70,73,196
552,female,group D,high school,standard,completed,married,sometimes,yes,0,private,> 10,78,85,88,251
553,male,,bachelor's degree,standard,none,single,sometimes,yes,1,private,05-Oct,71,62,67,200
554,male,group C,master's degree,free/reduced,none,single,regularly,yes,1,private,< 5,61,61,57,179
555,female,group D,high school,free/reduced,none,single,sometimes,yes,2,private,05-Oct,48,47,46,141
556,male,group C,associate's degree,standard,completed,single,regularly,yes,1,private,05-Oct,78,75,70,223
557,female,group D,high school,free/reduced,none,married,sometimes,no,7,private,05-Oct,60,66,67,193
558,female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,< 5,66,68,69,203
559,male,group C,associate's degree,standard,none,married,regularly,yes,,private,05-Oct,87,78,79,244
560,male,,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,54,57,50,161
561,female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,05-Oct,80,83,82,245
562,male,group D,high school,free/reduced,completed,single,regularly,yes,2,private,> 10,67,78,74,219
563,male,group E,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,91,82,80,253
564,male,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,60,57,55,172
565,male,group D,some college,standard,completed,married,regularly,no,1,school_bus,< 5,93,88,92,273
567,female,group D,some college,free/reduced,none,single,regularly,yes,4,school_bus,< 5,57,68,69,194
568,female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,0,private,< 5,66,78,73,217
569,female,group B,some high school,standard,completed,single,sometimes,no,2,school_bus,05-Oct,71,84,90,245
570,male,group D,some college,standard,none,single,,yes,0,school_bus,> 10,63,65,65,193
571,male,group E,some high school,standard,none,married,sometimes,no,3,school_bus,05-Oct,84,72,73,229
572,female,group E,associate's degree,standard,none,married,sometimes,yes,1,private,05-Oct,70,75,70,215
573,female,group C,some college,free/reduced,completed,single,regularly,yes,0,private,05-Oct,73,94,91,258
574,female,group D,some college,standard,none,married,regularly,yes,1,school_bus,> 10,40,44,42,126
575,female,group A,associate's degree,standard,completed,single,sometimes,no,3,school_bus,05-Oct,90,98,99,287
576,female,group B,bachelor's degree,free/reduced,completed,single,,yes,1,,05-Oct,54,73,70,197
577,male,,,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,79,80,81,240
578,male,group C,master's degree,standard,none,married,regularly,,1,school_bus,> 10,98,85,86,269
579,female,group D,some high school,free/reduced,none,married,regularly,no,1,,05-Oct,43,48,50,141
580,male,group D,bachelor's degree,standard,none,married,regularly,yes,2,,< 5,82,74,68,224
581,male,group D,high school,free/reduced,completed,married,never,yes,3,,05-Oct,40,33,34,107
582,female,group D,some high school,free/reduced,none,single,regularly,yes,2,private,05-Oct,54,69,61,184
583,female,group B,some college,free/reduced,none,married,never,yes,2,school_bus,05-Oct,39,54,47,140
584,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,2,private,< 5,93,98,97,288
585,female,group E,high school,standard,none,married,regularly,yes,3,school_bus,< 5,70,68,73,211
586,female,group C,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,05-Oct,57,76,75,208
587,female,group C,some college,standard,none,divorced,regularly,yes,4,private,> 10,66,75,77,218
589,female,group A,some high school,standard,none,married,regularly,no,1,school_bus,05-Oct,75,76,74,225
590,male,group B,some high school,free/reduced,none,married,sometimes,yes,1,private,05-Oct,50,54,43,147
591,female,group D,high school,standard,none,married,sometimes,yes,3,private,< 5,80,83,85,248
592,female,group C,some college,standard,none,single,regularly,yes,3,private,< 5,57,63,63,183
593,male,group C,some high school,standard,none,single,sometimes,yes,0,school_bus,05-Oct,42,30,34,106
594,male,group C,associate's degree,standard,none,married,regularly,no,2,,> 10,82,78,75,235
595,female,group B,some college,standard,none,married,sometimes,yes,2,private,05-Oct,70,76,79,225
596,female,group C,some college,standard,completed,single,regularly,no,3,school_bus,05-Oct,60,58,65,183
597,male,group B,,free/reduced,completed,married,regularly,no,2,school_bus,> 10,53,48,50,151
598,male,,bachelor's degree,free/reduced,,single,regularly,no,3,private,< 5,63,67,54,184
599,female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,> 10,92,94,94,280
600,female,group B,high school,free/reduced,none,married,regularly,yes,0,private,05-Oct,44,50,48,142
601,male,group D,associate's degree,standard,completed,single,regularly,yes,1,private,> 10,85,75,83,243
602,male,group B,some high school,standard,completed,single,sometimes,no,1,private,05-Oct,44,51,53,148
603,male,group D,some college,standard,none,married,sometimes,no,2,private,05-Oct,70,65,66,201
604,female,group B,high school,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,29,28,33,90
605,female,group D,high school,free/reduced,completed,divorced,sometimes,yes,0,,< 5,50,65,66,181
606,male,group E,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,73,66,67,206
607,male,group C,some high school,standard,none,divorced,regularly,no,1,school_bus,> 10,71,60,64,195
609,female,group C,high school,standard,none,married,never,no,1,school_bus,05-Oct,75,76,74,225
610,male,group B,some college,standard,none,married,never,yes,3,private,05-Oct,64,66,65,195
611,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,62,80,77,219
613,male,group E,some high school,standard,none,single,sometimes,yes,0,private,05-Oct,77,68,59,204
614,male,group B,some college,standard,none,single,sometimes,no,3,school_bus,> 10,81,70,74,225
615,male,group B,high school,standard,none,married,sometimes,yes,3,school_bus,> 10,47,39,27,113
616,male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,> 10,67,72,69,208
617,male,,associate's degree,standard,,single,regularly,yes,3,,05-Oct,69,72,71,212
618,female,group C,some college,free/reduced,none,married,sometimes,yes,1,private,< 5,64,77,75,216
619,female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,no,2,,> 10,59,65,72,196
620,female,group C,some college,free/reduced,completed,single,regularly,no,3,,05-Oct,61,68,71,200
621,male,group B,some college,standard,none,married,,yes,0,school_bus,05-Oct,49,50,54,153
622,female,group C,associate's degree,standard,,,regularly,,1,private,05-Oct,89,93,96,278
623,female,group D,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,67,77,86,230
625,female,group E,some high school,standard,none,married,never,no,1,private,05-Oct,87,98,93,278
627,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,53,65,62,180
628,male,group D,high school,standard,completed,single,regularly,yes,,school_bus,> 10,74,65,64,203
629,female,group E,high school,free/reduced,completed,married,sometimes,yes,1,,05-Oct,71,76,74,221
630,male,group D,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,05-Oct,63,63,58,184
631,female,group E,some college,standard,none,married,regularly,yes,3,school_bus,< 5,72,71,74,217
632,female,group D,high school,standard,none,married,sometimes,yes,1,school_bus,> 10,66,77,73,216
633,female,group C,some college,standard,none,married,regularly,yes,3,private,05-Oct,55,59,59,173
634,female,group E,some college,free/reduced,completed,married,regularly,no,1,school_bus,> 10,83,88,94,265
635,male,group D,master's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,68,59,61,188
636,female,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,05-Oct,87,97,96,280
637,male,group D,high school,standard,completed,single,sometimes,no,1,school_bus,< 5,79,68,75,222
639,male,group A,some high school,standard,completed,widowed,regularly,yes,,private,> 10,100,94,97,291
640,female,group E,master's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,93,100,100,293
641,male,group B,some college,standard,none,divorced,regularly,yes,1,school_bus,05-Oct,46,42,42,130
642,male,group A,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,93,97,97,287
643,male,group E,some college,free/reduced,completed,divorced,never,no,1,school_bus,< 5,60,72,68,200
644,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2,private,> 10,70,60,61,191
645,female,group C,bachelor's degree,standard,none,divorced,never,no,2,school_bus,> 10,81,83,86,250
646,female,group B,associate's degree,standard,completed,single,regularly,no,1,school_bus,> 10,73,86,96,255
647,male,,,free/reduced,,married,regularly,yes,1,school_bus,< 5,86,67,69,222
648,female,group D,associate's degree,standard,completed,married,regularly,no,1,private,,81,96,90,267
649,female,group E,some high school,free/reduced,none,married,sometimes,no,2,private,05-Oct,65,72,64,201
650,female,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,54,64,62,180
651,female,group D,some college,standard,none,single,sometimes,no,1,school_bus,> 10,81,90,95,266
652,female,group B,high school,standard,none,single,regularly,no,4,school_bus,< 5,62,71,67,200
653,female,group A,some college,standard,none,married,sometimes,yes,3,school_bus,> 10,87,99,91,277
654,female,group A,bachelor's degree,standard,completed,married,regularly,yes,1,private,< 5,56,66,65,187
655,male,group B,master's degree,standard,none,married,sometimes,no,,private,< 5,64,58,50,172
656,male,group A,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,45,46,42,133
657,male,group D,some high school,standard,completed,single,sometimes,no,5,,05-Oct,76,76,78,230
658,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1,school_bus,05-Oct,71,81,86,238
659,female,group E,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,> 10,78,76,74,228
660,male,group B,some high school,free/reduced,none,single,regularly,no,1,private,< 5,74,72,70,216
662,male,group C,associate's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,56,60,59,175
664,female,group A,high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,89,94,90,273
665,female,group D,high school,standard,none,married,regularly,no,1,school_bus,05-Oct,81,83,80,244
666,male,group B,some college,standard,none,single,regularly,yes,1,private,05-Oct,60,48,51,159
667,female,group C,,standard,none,single,sometimes,no,7,private,05-Oct,70,71,77,218
669,female,,high school,standard,none,married,sometimes,yes,1,private,,96,96,95,287
670,male,group E,high school,free/reduced,none,married,never,no,3,school_bus,> 10,84,74,68,226
671,female,,associate's degree,free/reduced,none,married,sometimes,no,3,private,05-Oct,48,50,54,152
672,female,group B,bachelor's degree,standard,completed,divorced,sometimes,no,1,private,05-Oct,56,67,66,189
673,female,group B,,free/reduced,none,married,regularly,no,1,private,< 5,60,81,76,217
674,male,group B,some high school,standard,completed,single,never,yes,3,private,> 10,85,88,90,263
675,female,group D,high school,standard,none,married,never,yes,0,school_bus,05-Oct,70,71,62,203
676,male,group C,some college,standard,none,married,regularly,no,3,school_bus,> 10,47,40,46,133
677,male,group C,,standard,completed,married,regularly,no,1,private,05-Oct,80,77,82,239
679,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,5,private,> 10,45,48,44,137
