,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,total
784,female,group D,associate's degree,free/reduced,none,57,74,76,207
785,female,group C,master's degree,free/reduced,none,70,83,82,235
786,female,group C,some college,standard,none,45,60,57,162
787,male,group D,associate's degree,standard,none,75,69,69,213
788,female,group B,bachelor's degree,free/reduced,none,75,81,78,234
789,female,group B,bachelor's degree,standard,completed,71,86,93,250
790,male,group A,high school,free/reduced,completed,51,57,51,159
791,female,group C,high school,standard,completed,48,72,66,186
792,female,group D,master's degree,standard,completed,56,81,80,217
793,male,group C,high school,standard,none,50,48,44,142
794,male,group C,associate's degree,standard,none,51,49,47,147
795,female,group D,high school,standard,completed,54,77,70,201
796,male,group C,some college,standard,none,64,63,59,186
797,male,group D,some college,standard,none,77,67,62,206
798,female,group D,high school,standard,none,64,71,72,207
799,female,group C,high school,standard,completed,74,91,92,257
800,female,group C,some college,standard,none,67,78,72,217
801,male,group C,master's degree,standard,none,76,65,64,205
802,female,group B,associate's degree,free/reduced,completed,77,90,99,266
803,female,group B,some high school,standard,none,50,40,48,138
804,female,group B,bachelor's degree,standard,none,76,79,80,235
805,male,group B,associate's degree,standard,completed,68,71,70,209
806,female,group B,some high school,standard,none,79,79,78,236
807,male,group D,bachelor's degree,free/reduced,completed,76,82,78,236
808,male,group C,some high school,standard,none,62,50,43,155
809,female,group E,high school,standard,none,79,93,83,255
810,male,group E,high school,standard,none,83,82,65,230
811,male,group B,high school,free/reduced,none,68,62,60,190
812,male,group B,some high school,standard,completed,88,87,87,262
813,male,group A,some college,free/reduced,none,49,52,42,143
814,male,group A,associate's degree,standard,none,59,59,56,174
815,female,group B,some high school,standard,none,53,63,65,181
816,male,group E,some college,free/reduced,none,73,73,69,215
817,male,group E,high school,standard,none,78,67,65,210
818,male,group B,some college,standard,none,74,66,66,206
819,female,group D,some high school,standard,none,70,76,75,221
820,female,group C,high school,standard,completed,74,83,78,235
821,male,group D,some college,free/reduced,none,70,68,64,202
822,male,group C,some college,standard,none,84,86,79,249
823,female,group D,high school,standard,none,61,82,78,221
824,female,group D,some high school,standard,completed,83,88,96,267
825,female,group C,some college,standard,none,61,66,71,198
826,male,group B,associate's degree,standard,none,76,76,69,221
827,male,group D,some college,free/reduced,none,69,72,66,207
828,male,group C,high school,free/reduced,none,50,50,42,142
829,male,group C,some high school,standard,none,66,57,60,183
830,female,group D,master's degree,standard,none,75,77,79,231
831,male,group C,some high school,standard,completed,56,57,56,169
832,male,group E,some high school,standard,completed,83,74,66,223
833,male,group A,associate's degree,standard,none,64,58,57,179
834,female,group D,associate's degree,standard,none,70,74,81,225
835,female,group B,high school,standard,none,62,65,64,191
836,male,group E,high school,standard,none,90,80,77,247
837,female,group D,some high school,standard,completed,89,100,100,289
838,male,group A,some college,standard,completed,60,60,57,177
839,female,group D,associate's degree,standard,none,51,58,59,168
840,male,group D,master's degree,standard,completed,80,81,88,249
841,male,group A,some high school,standard,completed,72,73,76,221
842,female,group C,high school,free/reduced,completed,54,66,68,188
843,male,group E,some high school,standard,completed,91,96,91,278
844,female,group C,associate's degree,free/reduced,completed,54,62,65,181
845,female,group E,associate's degree,free/reduced,none,88,98,95,281
846,female,group E,associate's degree,free/reduced,none,82,84,86,252
847,male,group B,high school,free/reduced,none,82,76,69,227
848,female,group C,some high school,free/reduced,none,39,49,41,129
849,female,group C,some college,standard,completed,52,53,56,161
850,male,group D,some high school,standard,none,77,74,72,223
851,male,group C,some high school,free/reduced,completed,18,33,31,82
852,male,group C,some high school,standard,completed,70,67,73,210
853,female,group B,high school,standard,completed,62,76,69,207
854,female,group B,some college,free/reduced,completed,67,77,78,222
855,male,group B,associate's degree,standard,completed,68,73,72,213
856,male,group D,some high school,free/reduced,none,84,69,77,230
857,female,group E,some high school,free/reduced,completed,74,88,79,241
858,male,group B,some college,standard,none,86,87,78,251
859,female,group D,some high school,free/reduced,completed,43,63,62,168
860,female,group C,associate's degree,standard,none,89,92,91,272
861,male,group C,bachelor's degree,free/reduced,none,45,49,49,143
862,male,group D,some college,free/reduced,none,62,62,58,182
863,male,group C,some college,standard,none,92,84,79,255
864,female,group E,high school,standard,completed,85,83,80,248
865,male,group E,bachelor's degree,free/reduced,none,70,60,60,190
866,male,group D,master's degree,standard,none,73,65,64,202
867,male,group D,associate's degree,standard,completed,86,70,78,234
868,male,group D,high school,standard,none,74,59,57,190
869,female,group C,high school,free/reduced,completed,18,30,35,83
870,female,group B,high school,standard,completed,81,78,78,237
871,male,group B,some high school,standard,none,67,56,49,172
872,male,group D,some high school,standard,completed,81,77,82,240
873,male,group A,some college,free/reduced,none,70,71,70,211
874,female,group D,some high school,standard,completed,92,100,99,291
875,female,group D,bachelor's degree,standard,completed,68,84,85,237
876,male,group B,associate's degree,free/reduced,completed,64,63,58,185
877,male,group D,master's degree,free/reduced,completed,60,67,67,194
878,female,group C,some high school,standard,none,79,74,76,229
879,male,group B,associate's degree,standard,completed,84,85,88,257
880,male,group E,some college,standard,completed,75,61,62,198
881,female,group B,high school,free/reduced,completed,39,53,48,140
882,male,group C,associate's degree,standard,none,63,61,55,179
883,female,group A,some college,standard,none,46,60,58,164
884,female,group D,some high school,free/reduced,completed,53,68,68,189
885,female,group E,bachelor's degree,free/reduced,none,45,43,44,132
886,male,group B,associate's degree,standard,completed,81,78,84,243
887,male,group D,high school,free/reduced,none,47,39,35,121
888,male,group C,high school,free/reduced,none,58,55,51,164
889,male,group E,bachelor's degree,standard,none,77,61,64,202
890,male,group D,some college,standard,completed,100,94,94,288
891,male,group C,some high school,standard,none,77,70,62,209
892,female,group E,some college,free/reduced,none,68,84,77,229
893,female,group C,associate's degree,standard,none,62,71,74,207
894,female,group A,associate's degree,standard,completed,63,76,75,214
895,female,group B,high school,free/reduced,none,46,62,67,175
896,male,group E,associate's degree,standard,none,74,68,58,200
897,male,group B,some high school,standard,none,60,50,45,155
898,female,group B,some college,standard,none,60,66,60,186
899,male,group C,associate's degree,standard,completed,75,77,75,227
900,male,group B,associate's degree,free/reduced,none,72,59,62,193
901,male,group C,some college,standard,none,79,80,78,237
902,female,group C,associate's degree,standard,completed,98,100,100,298
903,female,group C,bachelor's degree,standard,none,87,92,90,269
904,male,group D,high school,free/reduced,none,42,39,36,117
905,male,group C,associate's degree,free/reduced,none,69,70,61,200
906,female,group D,some college,standard,none,79,85,84,248
907,male,group E,some college,standard,none,78,68,66,212
908,female,group D,associate's degree,free/reduced,none,52,51,58,161
909,male,group B,some college,free/reduced,completed,56,61,65,182
910,female,group B,associate's degree,standard,none,89,93,92,274
911,male,group D,associate's degree,standard,none,86,81,79,246
912,female,group C,high school,standard,none,53,65,61,179
913,male,group C,associate's degree,standard,completed,75,80,76,231
914,male,group D,high school,free/reduced,none,65,52,53,170
915,female,group E,some college,free/reduced,none,61,58,61,180
916,male,group C,some college,free/reduced,none,70,67,67,204
917,male,group E,bachelor's degree,standard,completed,86,79,84,249
918,female,group C,some college,standard,none,77,95,95,267
919,male,group C,some high school,free/reduced,completed,61,74,61,196
920,female,group B,some college,standard,none,79,84,85,248
921,male,group D,master's degree,standard,none,73,72,68,213
922,female,group C,some college,free/reduced,none,50,60,59,169
923,female,group A,associate's degree,standard,completed,64,67,73,204
924,male,group D,some high school,standard,none,80,80,83,243
925,male,group D,master's degree,standard,completed,74,88,89,251
926,female,group D,some high school,standard,completed,77,85,88,250
927,male,group C,high school,standard,completed,45,43,37,125
928,female,group B,some high school,standard,completed,79,89,87,255
929,male,group C,high school,free/reduced,none,61,59,55,175
930,female,group D,high school,standard,completed,41,48,52,141
931,female,group B,bachelor's degree,free/reduced,completed,65,64,70,199
932,male,group C,some college,standard,none,89,89,84,262
933,female,group E,master's degree,free/reduced,none,77,84,84,245
934,female,group D,some high school,free/reduced,none,55,72,74,201
935,male,group A,high school,standard,none,33,30,25,88
936,female,group C,master's degree,standard,none,66,73,71,210
937,female,group E,high school,standard,none,79,79,72,230
938,female,group D,high school,free/reduced,none,61,76,74,211
939,male,group D,high school,standard,none,57,57,57,171
940,female,group C,associate's degree,free/reduced,completed,71,85,80,236
941,male,group E,some high school,free/reduced,none,54,67,54,175
942,female,group D,some high school,free/reduced,none,63,72,72,207
943,female,group B,some high school,standard,completed,68,81,88,237
944,female,group C,high school,standard,none,68,73,64,205
945,male,group C,some college,standard,none,87,88,88,263
946,female,group C,associate's degree,free/reduced,none,49,55,56,160
947,male,group B,high school,standard,none,69,66,65,200
948,female,group A,high school,standard,none,72,80,76,228
949,male,group C,master's degree,free/reduced,completed,47,49,55,151
950,male,group E,associate's degree,standard,none,66,57,54,177
951,female,group B,some college,free/reduced,completed,48,59,57,164
